owner_patch	source_path	target_path	bundle	locale	translation_id	translation_block
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_cy.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_cy.xtb	chromium_strings	cy	2294358108254308676	"<translation id=""2294358108254308676"">Ydych chi am osod <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_da.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_da.xtb	chromium_strings	da	2294358108254308676	"<translation id=""2294358108254308676"">Vil du installere <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_de.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_de.xtb	chromium_strings	de	2294358108254308676	"<translation id=""2294358108254308676"">Möchtest du <ph name=""PRODUCT_NAME"" /> installieren?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_el.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_el.xtb	chromium_strings	el	2294358108254308676	"<translation id=""2294358108254308676"">Θέλετε να εγκαταστήσετε το <ph name=""PRODUCT_NAME"" />;</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_en-GB.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_en-GB.xtb	chromium_strings	en-GB	2294358108254308676	"<translation id=""2294358108254308676"">Do you want to install <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_es.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_es.xtb	chromium_strings	es	2294358108254308676	"<translation id=""2294358108254308676"">¿Quieres instalar <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_es-419.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_es-419.xtb	chromium_strings	es-419	2294358108254308676	"<translation id=""2294358108254308676"">¿Deseas instalar <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_et.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_et.xtb	chromium_strings	et	2294358108254308676	"<translation id=""2294358108254308676"">Kas soovite installida <ph name=""PRODUCT_NAME"" />'i?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_eu.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_eu.xtb	chromium_strings	eu	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" /> instalatu nahi duzu?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_fa.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_fa.xtb	chromium_strings	fa	2294358108254308676	"<translation id=""2294358108254308676"">آیا می‌خواهید <ph name=""PRODUCT_NAME"" /> را نصب کنید؟</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_fi.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_fi.xtb	chromium_strings	fi	2294358108254308676	"<translation id=""2294358108254308676"">Haluatko asentaa tuotteen <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_fil.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_fil.xtb	chromium_strings	fil	2294358108254308676	"<translation id=""2294358108254308676"">Nais mo bang i-install ang <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_fr.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_fr.xtb	chromium_strings	fr	2294358108254308676	"<translation id=""2294358108254308676"">Souhaitez-vous installer <ph name=""PRODUCT_NAME"" /> ?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_fr-CA.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_fr-CA.xtb	chromium_strings	fr-CA	2294358108254308676	"<translation id=""2294358108254308676"">Voulez-vous installer <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_gl.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_gl.xtb	chromium_strings	gl	2294358108254308676	"<translation id=""2294358108254308676"">Queres instalar <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_gu.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_gu.xtb	chromium_strings	gu	2294358108254308676	"<translation id=""2294358108254308676"">શું તમે <ph name=""PRODUCT_NAME"" /> ઇન્સ્ટોલ કરવા માંગો છો?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_hi.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_hi.xtb	chromium_strings	hi	2294358108254308676	"<translation id=""2294358108254308676"">क्या आप <ph name=""PRODUCT_NAME"" /> को इंस्‍टॉल करना चाहते हैं?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_hr.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_hr.xtb	chromium_strings	hr	2294358108254308676	"<translation id=""2294358108254308676"">Želite li instalirati program <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_hu.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_hu.xtb	chromium_strings	hu	2294358108254308676	"<translation id=""2294358108254308676"">Biztosan telepíti a <ph name=""PRODUCT_NAME"" />-ot?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_hy.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_hy.xtb	chromium_strings	hy	2294358108254308676	"<translation id=""2294358108254308676"">Ուզո՞ւմ եք տեղադրել <ph name=""PRODUCT_NAME"" />-ը:</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_id.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_id.xtb	chromium_strings	id	2294358108254308676	"<translation id=""2294358108254308676"">Apakah Anda ingin memasang <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_is.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_is.xtb	chromium_strings	is	2294358108254308676	"<translation id=""2294358108254308676"">Viltu setja upp <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_it.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_it.xtb	chromium_strings	it	2294358108254308676	"<translation id=""2294358108254308676"">Installare <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_iw.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_iw.xtb	chromium_strings	iw	2294358108254308676	"<translation id=""2294358108254308676"">האם ברצונך להתקין את <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ja.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ja.xtb	chromium_strings	ja	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" /> をインストールしますか？</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ka.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ka.xtb	chromium_strings	ka	2294358108254308676	"<translation id=""2294358108254308676"">გსურთ დააინსტალიროთ <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_kk.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_kk.xtb	chromium_strings	kk	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" /> орнатқыңыз келе ме?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_km.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_km.xtb	chromium_strings	km	2294358108254308676	"<translation id=""2294358108254308676"">តើអ្នកចង់តំឡើង <ph name=""PRODUCT_NAME"" />ទេ?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_kn.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_kn.xtb	chromium_strings	kn	2294358108254308676	"<translation id=""2294358108254308676"">ನೀವು <ph name=""PRODUCT_NAME"" /> ಅನ್ನು ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡಲು ಬಯಸುತ್ತೀರಾ?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ko.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ko.xtb	chromium_strings	ko	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" />을(를) 설치하시겠습니까?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ky.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ky.xtb	chromium_strings	ky	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" /> орнотосузбу?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_lo.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_lo.xtb	chromium_strings	lo	2294358108254308676	"<translation id=""2294358108254308676"">ທ່ານຕ້ອງການຕິດຕັ້ງ <ph name=""PRODUCT_NAME"" /> ບໍ?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_lt.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_lt.xtb	chromium_strings	lt	2294358108254308676	"<translation id=""2294358108254308676"">Ar norite įdiegti „<ph name=""PRODUCT_NAME"" />“?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_lv.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_lv.xtb	chromium_strings	lv	2294358108254308676	"<translation id=""2294358108254308676"">Vai vēlaties instalēt <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_mk.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_mk.xtb	chromium_strings	mk	2294358108254308676	"<translation id=""2294358108254308676"">Дали сакате да инсталирате <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ml.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ml.xtb	chromium_strings	ml	2294358108254308676	"<translation id=""2294358108254308676"">നിങ്ങള്‍ <ph name=""PRODUCT_NAME"" /> ഇന്‍സ്റ്റാള്‍ ചെയ്യാന്‍ താല്‍‌പ്പര്യപ്പെടുന്നുണ്ടോ?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_mn.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_mn.xtb	chromium_strings	mn	2294358108254308676	"<translation id=""2294358108254308676"">Та <ph name=""PRODUCT_NAME"" />-ыг суулгахыг хүсч байна уу?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_mr.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_mr.xtb	chromium_strings	mr	2294358108254308676	"<translation id=""2294358108254308676"">तुम्ही <ph name=""PRODUCT_NAME"" /> स्‍थापित करू इच्छिता?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ms.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ms.xtb	chromium_strings	ms	2294358108254308676	"<translation id=""2294358108254308676"">Adakah anda mahu memasang <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_my.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_my.xtb	chromium_strings	my	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" />ကို သင် တပ်ဆင် သင်သည် လိုပါသလား?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ne.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ne.xtb	chromium_strings	ne	2294358108254308676	"<translation id=""2294358108254308676"">के तपाइँ <ph name=""PRODUCT_NAME"" /> स्थापना गर्न चाहनुहुन्छ?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_nl.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_nl.xtb	chromium_strings	nl	2294358108254308676	"<translation id=""2294358108254308676"">Wil je <ph name=""PRODUCT_NAME"" /> installeren?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_no.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_no.xtb	chromium_strings	no	2294358108254308676	"<translation id=""2294358108254308676"">Ønsker du å installere <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_or.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_or.xtb	chromium_strings	or	2294358108254308676	"<translation id=""2294358108254308676"">ଆପଣ <ph name=""PRODUCT_NAME"" /> ଇନ୍‌ଷ୍ଟଲ୍ କରିବାକୁ ଚାହାନ୍ତି କି?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_pa.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_pa.xtb	chromium_strings	pa	2294358108254308676	"<translation id=""2294358108254308676"">ਕੀ ਤੁਸੀਂ <ph name=""PRODUCT_NAME"" /> ਨੂੰ ਇੰਸਟੌਲ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_pl.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_pl.xtb	chromium_strings	pl	2294358108254308676	"<translation id=""2294358108254308676"">Czy chcesz zainstalować aplikację <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_pt-BR.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_pt-BR.xtb	chromium_strings	pt-BR	2294358108254308676	"<translation id=""2294358108254308676"">Quer instalar o <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_pt-PT.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_pt-PT.xtb	chromium_strings	pt-PT	2294358108254308676	"<translation id=""2294358108254308676"">Instalar o <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ro.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ro.xtb	chromium_strings	ro	2294358108254308676	"<translation id=""2294358108254308676"">Doriți să instalezi <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ru.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ru.xtb	chromium_strings	ru	2294358108254308676	"<translation id=""2294358108254308676"">Установить <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_si.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_si.xtb	chromium_strings	si	2294358108254308676	"<translation id=""2294358108254308676"">ඔබට <ph name=""PRODUCT_NAME"" /> ස්ථාපිත කිරීමට අවශ්‍යද?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_sk.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_sk.xtb	chromium_strings	sk	2294358108254308676	"<translation id=""2294358108254308676"">Chcete nainštalovať aplikáciu <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_sl.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_sl.xtb	chromium_strings	sl	2294358108254308676	"<translation id=""2294358108254308676"">Ali želite namestiti <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_sq.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_sq.xtb	chromium_strings	sq	2294358108254308676	"<translation id=""2294358108254308676"">Dëshiron që të instalosh <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_sr.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_sr.xtb	chromium_strings	sr	2294358108254308676	"<translation id=""2294358108254308676"">Желите ли да инсталирате <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_sr-Latn.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_sr-Latn.xtb	chromium_strings	sr-Latn	2294358108254308676	"<translation id=""2294358108254308676"">Želite li da instalirate <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_sv.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_sv.xtb	chromium_strings	sv	2294358108254308676	"<translation id=""2294358108254308676"">Vill du installera <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_sw.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_sw.xtb	chromium_strings	sw	2294358108254308676	"<translation id=""2294358108254308676"">Je, untataka kusakinisha <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ta.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ta.xtb	chromium_strings	ta	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" /> ஐ நிறுவ விரும்புகிறீர்களா?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_te.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_te.xtb	chromium_strings	te	2294358108254308676	"<translation id=""2294358108254308676"">మీరు <ph name=""PRODUCT_NAME"" />ను ఇన్‌స్టాల్ చేయాల‌నుకుంటున్నారా?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_th.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_th.xtb	chromium_strings	th	2294358108254308676	"<translation id=""2294358108254308676"">คุณต้องการติดตั้ง <ph name=""PRODUCT_NAME"" /> หรือไม่</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_tr.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_tr.xtb	chromium_strings	tr	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" /> ürününü yüklemek istiyor musunuz?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_uk.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_uk.xtb	chromium_strings	uk	2294358108254308676	"<translation id=""2294358108254308676"">Установити <ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_ur.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_ur.xtb	chromium_strings	ur	2294358108254308676	"<translation id=""2294358108254308676"">کیا آپ <ph name=""PRODUCT_NAME"" /> کو انسٹال کرنا چاہتے ہیں؟</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_uz.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_uz.xtb	chromium_strings	uz	2294358108254308676	"<translation id=""2294358108254308676""><ph name=""PRODUCT_NAME"" />’ni o‘rnatmoqchimisiz?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_vi.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_vi.xtb	chromium_strings	vi	2294358108254308676	"<translation id=""2294358108254308676"">Bạn có muốn cài đặt không <ph name=""PRODUCT_NAME"" /> không?</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_zh-CN.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_zh-CN.xtb	chromium_strings	zh-CN	2294358108254308676	"<translation id=""2294358108254308676"">要安装<ph name=""PRODUCT_NAME"" />吗？</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_zh-HK.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_zh-HK.xtb	chromium_strings	zh-HK	2294358108254308676	"<translation id=""2294358108254308676"">您要安裝「<ph name=""PRODUCT_NAME"" />」嗎？</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_zh-TW.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_zh-TW.xtb	chromium_strings	zh-TW	2294358108254308676	"<translation id=""2294358108254308676"">是否要安裝「<ph name=""PRODUCT_NAME"" />」？</translation>"
other/mini_installer.patch	chromium-m150:chrome/app/resources/generated_resources_zu.xtb:IDS_INSTALL_FROM_DMG_TITLE	chrome/app/resources/chromium_strings_zu.xtb	chromium_strings	zu	2294358108254308676	"<translation id=""2294358108254308676"">Ingabe ufuna ukufaka i-<ph name=""PRODUCT_NAME"" />?</translation>"
other/mini_installer.patch	reviewed-machine-translation:other/mini_installer.patch	chrome/app/resources/chromium_strings_af.xtb	chromium_strings	af	3622913171313317952	"<translation id=""3622913171313317952"">Hierdie verwerker word nie deur hierdie weergawe van <ph name=""PRODUCT_NAME"" /> ondersteun nie.</translation>"
other/mini_installer.patch	reviewed-machine-translation:other/mini_installer.patch	chrome/app/resources/chromium_strings_am.xtb	chromium_strings	am	3622913171313317952	"<translation id=""3622913171313317952"">ይህ ፕሮሰሰር በዚህ የ<ph name=""PRODUCT_NAME"" /> ስሪት አይደገፍም።</translation>"
other/mini_installer.patch	reviewed-machine-translation:other/mini_installer.patch	chrome/app/resources/chromium_strings_ar.xtb	chromium_strings	ar	3622913171313317952	"<translation id=""3622913171313317952"">هذا المعالج غير متوافق مع هذا الإصدار من <ph name=""PRODUCT_NAME"" />.</translation>"
other/mini_installer.patch	reviewed-machine-translation:other/mini_installer.patch	chrome/app/resources/chromium_strings_as.xtb	chromium_strings	as	3622913171313317952	"<translation id=""3622913171313317952"">এই প্ৰচেছৰটো <ph name=""PRODUCT_NAME"" />-ৰ এই সংস্কৰণৰ দ্বাৰা সমৰ্থিত নহয়।</translation>"
other/mini_installer.patch	reviewed-machine-translation:other/mini_installer.patch	chrome/app/resources/chromium_strings_az.xtb	chromium_strings	az	3622913171313317952	"<translation id=""3622913171313317952"">Bu prosessor <ph name=""PRODUCT_NAME"" /> məhsulunun bu versiyası tərəfindən dəstəklənmir.</translation>"
